fiveTuple,srcIP,dstIP,protocol,srcPort,dstPort,flowDuration,flowLength,fwdFlowLength,bwdFlowLength,packetSizeTotal,packetSizeMean,packetSizeStd,packetSizeMin,packetSizeMax,fwdPacketSizeTotal,bwdPacketSizeTotal,fwdPacketSizeMean,bwdPacketSizeMean,fwdPacketSizeStd,bwdPacketSizeStd,fwdPacketSizeMin,bwdPacketSizeMin,fwdPacketSizeMax,bwdPacketSizeMax,IATMean,IATStd,IATMin,IATMax,fwdIATTotal,bwdIATTotal,fwdIATMean,bwdIATMean,fwdIATStd,bwdIATStd,fwdIATMin,bwdIATMin,fwdIATMax,bwdIATMax
192.168.1.191--104.25.32.117--TCP--41382--443(https),104.25.32.117,192.168.1.191,TCP,443(https),41382,2119062722.000000,26.000000,0.000000,26.000000,22023.000000,847.038462,667.115114,54.000000,1514.000000,0.000000,22023.000000,847.038462,847.038462,0.000000,667.115114,0.000000,54.000000,0.000000,1514.000000,84762000.000000,216116000.000000,8861.000000,1078326691.000000,0.000000,2119062722.000000,0.000000,84762000.000000,0.000000,216116000.000000,0.000000,8861.000000,0.000000,1078326691.000000
192.168.1.191--185.33.222.16--TCP--40916--80(http),185.33.222.16,192.168.1.191,TCP,80(http),40916,16227443984.000000,77.000000,0.000000,77.000000,51101.000000,663.649351,663.519224,66.000000,1514.000000,0.000000,51101.000000,663.649351,663.649351,0.000000,663.519224,0.000000,66.000000,0.000000,1514.000000,213518000.000000,1002569000.000000,5158.000000,7756058491.000000,0.000000,16227443984.000000,0.000000,213518000.000000,0.000000,1002569000.000000,0.000000,5158.000000,0.000000,7756058491.000000
192.168.1.191--172.217.23.226--TCP--57840--443(https),172.217.23.226,192.168.1.191,TCP,443(https),57840,136824769678.000000,83.000000,0.000000,83.000000,92063.000000,1109.192771,605.735030,66.000000,1484.000000,0.000000,92063.000000,1109.192771,1109.192771,0.000000,605.735030,0.000000,66.000000,0.000000,1484.000000,1668594000.000000,9239380000.000000,4002.000000,59215853035.000000,0.000000,136824769678.000000,0.000000,1668594000.000000,0.000000,9239380000.000000,0.000000,4002.000000,0.000000,59215853035.000000
151.101.112.249--192.168.1.191--TCP--80(http)--49338,192.168.1.191,151.101.112.249,TCP,49338,80(http),8516080221.000000,83.000000,0.000000,83.000000,6902.000000,83.156627,75.821045,66.000000,428.000000,0.000000,6902.000000,83.156627,83.156627,0.000000,75.821045,0.000000,66.000000,0.000000,428.000000,103854000.000000,581267000.000000,7150.000000,4639242574.000000,0.000000,8516080221.000000,0.000000,103854000.000000,0.000000,581267000.000000,0.000000,7150.000000,0.000000,4639242574.000000
178.255.83.1--192.168.1.191--TCP--80(http)--42316,192.168.1.191,178.255.83.1,TCP,42316,80(http),125367469092.000000,39.000000,0.000000,39.000000,5673.000000,145.461538,172.633872,54.000000,515.000000,0.000000,5673.000000,145.461538,145.461538,0.000000,172.633872,0.000000,54.000000,0.000000,515.000000,3299143000.000000,4294836000.000000,8974.000000,11931027486.000000,0.000000,125367469092.000000,0.000000,3299143000.000000,0.000000,4294836000.000000,0.000000,8974.000000,0.000000,11931027486.000000
192.168.1.191--37.252.172.27--TCP--42330--80(http),37.252.172.27,192.168.1.191,TCP,80(http),42330,169348694388.000000,83.000000,0.000000,83.000000,48318.000000,582.144578,650.205846,66.000000,1514.000000,0.000000,48318.000000,582.144578,582.144578,0.000000,650.205846,0.000000,66.000000,0.000000,1514.000000,2065227000.000000,3917926000.000000,6505.000000,10407455594.000000,0.000000,169348694388.000000,0.000000,2065227000.000000,0.000000,3917926000.000000,0.000000,6505.000000,0.000000,10407455594.000000
23.65.213.4--192.168.1.191--TCP--443(https)--47456,192.168.1.191,23.65.213.4,TCP,47456,443(https),5378505136.000000,15.000000,0.000000,15.000000,3497.000000,233.133333,382.900486,54.000000,1514.000000,0.000000,3497.000000,233.133333,233.133333,0.000000,382.900486,0.000000,54.000000,0.000000,1514.000000,384178000.000000,871544000.000000,20375.000000,3404192936.000000,0.000000,5378505136.000000,0.000000,384178000.000000,0.000000,871544000.000000,0.000000,20375.000000,0.000000,3404192936.000000
31.13.84.4--192.168.1.191--TCP--443(https)--54392,192.168.1.191,31.13.84.4,TCP,54392,443(https),4176543038.000000,16.000000,0.000000,16.000000,1628.000000,101.750000,64.176027,54.000000,268.000000,0.000000,1628.000000,101.750000,101.750000,0.000000,64.176027,0.000000,54.000000,0.000000,268.000000,278436000.000000,955883000.000000,8603.000000,3861747495.000000,0.000000,4176543038.000000,0.000000,278436000.000000,0.000000,955883000.000000,0.000000,8603.000000,0.000000,3861747495.000000
192.0.73.2--192.168.1.191--TCP--80(http)--42810,192.168.1.191,192.0.73.2,TCP,42810,80(http),116394695193.000000,21.000000,0.000000,21.000000,1831.000000,87.190476,92.993404,66.000000,503.000000,0.000000,1831.000000,87.190476,87.190476,0.000000,92.993404,0.000000,66.000000,0.000000,503.000000,5819734000.000000,4698995000.000000,13117.000000,10568598332.000000,0.000000,116394695193.000000,0.000000,5819734000.000000,0.000000,4698995000.000000,0.000000,13117.000000,0.000000,10568598332.000000
172.217.23.232--192.168.1.191--TCP--443(https)--44912,192.168.1.191,172.217.23.232,TCP,44912,443(https),78879404260.000000,33.000000,0.000000,33.000000,3432.000000,104.000000,97.619546,66.000000,583.000000,0.000000,3432.000000,104.000000,104.000000,0.000000,97.619546,0.000000,66.000000,0.000000,583.000000,2464981000.000000,10358723000.000000,5704.000000,58470539248.000000,0.000000,78879404260.000000,0.000000,2464981000.000000,0.000000,10358723000.000000,0.000000,5704.000000,0.000000,58470539248.000000
192.168.1.191--5.10.75.178--TCP--42760--80(http),5.10.75.178,192.168.1.191,TCP,80(http),42760,58152834476.000000,21.000000,0.000000,21.000000,5146.000000,245.047619,355.906017,66.000000,1311.000000,0.000000,5146.000000,245.047619,245.047619,0.000000,355.906017,0.000000,66.000000,0.000000,1311.000000,2907641000.000000,4351927000.000000,8879.000000,11499350940.000000,0.000000,58152834476.000000,0.000000,2907641000.000000,0.000000,4351927000.000000,0.000000,8879.000000,0.000000,11499350940.000000
23.219.91.16--192.168.1.191--TCP--80(http)--50444,192.168.1.191,23.219.91.16,TCP,50444,80(http),3071848905.000000,20.000000,0.000000,20.000000,2239.000000,111.950000,136.584946,66.000000,534.000000,0.000000,2239.000000,111.950000,111.950000,0.000000,136.584946,0.000000,66.000000,0.000000,534.000000,161676000.000000,264249000.000000,8526.000000,1007221435.000000,0.000000,3071848905.000000,0.000000,161676000.000000,0.000000,264249000.000000,0.000000,8526.000000,0.000000,1007221435.000000
192.168.1.191--54.68.56.226--TCP--57022--80(http),54.68.56.226,192.168.1.191,TCP,80(http),57022,1292830775.000000,73.000000,0.000000,73.000000,73442.000000,1006.054795,675.341271,66.000000,1514.000000,0.000000,73442.000000,1006.054795,1006.054795,0.000000,675.341271,0.000000,66.000000,0.000000,1514.000000,17955000.000000,65744000.000000,3978.000000,423713353.000000,0.000000,1292830775.000000,0.000000,17955000.000000,0.000000,65744000.000000,0.000000,3978.000000,0.000000,423713353.000000
54.72.169.137--192.168.1.191--TCP--80(http)--48944,192.168.1.191,54.72.169.137,TCP,48944,80(http),116654341507.000000,17.000000,0.000000,17.000000,1901.000000,111.823529,181.303851,66.000000,837.000000,0.000000,1901.000000,111.823529,111.823529,0.000000,181.303851,0.000000,66.000000,0.000000,837.000000,7290896000.000000,3826734000.000000,8136138.000000,10016068292.000000,0.000000,116654341507.000000,0.000000,7290896000.000000,0.000000,3826734000.000000,0.000000,8136138.000000,0.000000,10016068292.000000
94.31.29.96--192.168.1.191--TCP--80(http)--52952,192.168.1.191,94.31.29.96,TCP,52952,80(http),5002614210.000000,83.000000,0.000000,83.000000,8201.000000,98.807229,107.385967,66.000000,481.000000,0.000000,8201.000000,98.807229,98.807229,0.000000,107.385967,0.000000,66.000000,0.000000,481.000000,61007000.000000,168013000.000000,5568.000000,1017448614.000000,0.000000,5002614210.000000,0.000000,61007000.000000,0.000000,168013000.000000,0.000000,5568.000000,0.000000,1017448614.000000
23.219.91.27--192.168.1.191--TCP--80(http)--41020,192.168.1.191,23.219.91.27,TCP,41020,80(http),85182825652.000000,38.000000,0.000000,38.000000,3473.000000,91.394737,105.418849,66.000000,545.000000,0.000000,3473.000000,91.394737,91.394737,0.000000,105.418849,0.000000,66.000000,0.000000,545.000000,2302238000.000000,3995187000.000000,1245.000000,10144001221.000000,0.000000,85182825652.000000,0.000000,2302238000.000000,0.000000,3995187000.000000,0.000000,1245.000000,0.000000,10144001221.000000
192.168.1.191--104.20.15.243--TCP--33322--443(https),104.20.15.243,192.168.1.191,TCP,443(https),33322,185428407017.000000,17.000000,0.000000,17.000000,6639.000000,390.529412,559.002275,54.000000,1514.000000,0.000000,6639.000000,390.529412,390.529412,0.000000,559.002275,0.000000,54.000000,0.000000,1514.000000,11589275000.000000,22552236000.000000,8121.000000,58906898059.000000,0.000000,185428407017.000000,0.000000,11589275000.000000,0.000000,22552236000.000000,0.000000,8121.000000,0.000000,58906898059.000000
151.101.112.84--192.168.1.191--TCP--443(https)--52886,192.168.1.191,151.101.112.84,TCP,52886,443(https),105696636419.000000,68.000000,0.000000,68.000000,5212.000000,76.647059,59.789032,54.000000,509.000000,0.000000,5212.000000,76.647059,76.647059,0.000000,59.789032,0.000000,54.000000,0.000000,509.000000,1577561000.000000,3569464000.000000,5285.000000,10208023123.000000,0.000000,105696636419.000000,0.000000,1577561000.000000,0.000000,3569464000.000000,0.000000,5285.000000,0.000000,10208023123.000000
192.168.1.191--95.101.252.144--TCP--37462--443(https),95.101.252.144,192.168.1.191,TCP,443(https),37462,6677223169.000000,53.000000,0.000000,53.000000,67846.000000,1280.113208,519.900305,66.000000,1514.000000,0.000000,67846.000000,1280.113208,1280.113208,0.000000,519.900305,0.000000,66.000000,0.000000,1514.000000,128408000.000000,457348000.000000,3074.000000,2789138734.000000,0.000000,6677223169.000000,0.000000,128408000.000000,0.000000,457348000.000000,0.000000,3074.000000,0.000000,2789138734.000000
173.241.240.212--192.168.1.191--TCP--443(https)--55774,192.168.1.191,173.241.240.212,TCP,55774,443(https),18715379733.000000,20.000000,0.000000,20.000000,2288.000000,114.400000,180.005389,54.000000,863.000000,0.000000,2288.000000,114.400000,114.400000,0.000000,180.005389,0.000000,54.000000,0.000000,863.000000,985019000.000000,1865390000.000000,9305.000000,7850338678.000000,0.000000,18715379733.000000,0.000000,985019000.000000,0.000000,1865390000.000000,0.000000,9305.000000,0.000000,7850338678.000000
192.168.1.191--95.101.30.84--TCP--57970--80(http),95.101.30.84,192.168.1.191,TCP,80(http),57970,1234172735.000000,36.000000,0.000000,36.000000,43704.000000,1214.000000,513.475413,66.000000,1514.000000,0.000000,43704.000000,1214.000000,1214.000000,0.000000,513.475413,0.000000,66.000000,0.000000,1514.000000,35262000.000000,99236000.000000,4644.000000,478745195.000000,0.000000,1234172735.000000,0.000000,35262000.000000,0.000000,99236000.000000,0.000000,4644.000000,0.000000,478745195.000000
216.137.61.224--192.168.1.191--TCP--443(https)--57020,192.168.1.191,216.137.61.224,TCP,57020,443(https),6778732829.000000,29.000000,0.000000,29.000000,2948.000000,101.655172,119.824088,66.000000,583.000000,0.000000,2948.000000,101.655172,101.655172,0.000000,119.824088,0.000000,66.000000,0.000000,583.000000,242097000.000000,429122000.000000,1665.000000,1324151297.000000,0.000000,6778732829.000000,0.000000,242097000.000000,0.000000,429122000.000000,0.000000,1665.000000,0.000000,1324151297.000000
192.168.1.191--104.16.174.9--TCP--46916--80(http),104.16.174.9,192.168.1.191,TCP,80(http),46916,116732139680.000000,19.000000,0.000000,19.000000,3685.000000,193.947368,334.692706,66.000000,1441.000000,0.000000,3685.000000,193.947368,193.947368,0.000000,334.692706,0.000000,66.000000,0.000000,1441.000000,6485118000.000000,4319462000.000000,8950.000000,10045253318.000000,0.000000,116732139680.000000,0.000000,6485118000.000000,0.000000,4319462000.000000,0.000000,8950.000000,0.000000,10045253318.000000
192.168.1.191--173.241.240.220--TCP--51396--443(https),173.241.240.220,192.168.1.191,TCP,443(https),51396,84323125179.000000,22.000000,0.000000,22.000000,5612.000000,255.090909,360.414649,54.000000,1514.000000,0.000000,5612.000000,255.090909,255.090909,0.000000,360.414649,0.000000,54.000000,0.000000,1514.000000,4015386000.000000,4547037000.000000,7700.000000,11534868972.000000,0.000000,84323125179.000000,0.000000,4015386000.000000,0.000000,4547037000.000000,0.000000,7700.000000,0.000000,11534868972.000000
216.137.61.249--192.168.1.191--TCP--80(http)--49898,192.168.1.191,216.137.61.249,TCP,49898,80(http),3090827869.000000,20.000000,0.000000,20.000000,3504.000000,175.200000,188.311072,66.000000,517.000000,0.000000,3504.000000,175.200000,175.200000,0.000000,188.311072,0.000000,66.000000,0.000000,517.000000,162675000.000000,305026000.000000,9953.000000,1172822595.000000,0.000000,3090827869.000000,0.000000,162675000.000000,0.000000,305026000.000000,0.000000,9953.000000,0.000000,1172822595.000000
192.168.1.191--185.33.220.39--TCP--48136--80(http),185.33.220.39,192.168.1.191,TCP,80(http),48136,61929593746.000000,83.000000,0.000000,83.000000,51965.000000,626.084337,648.802459,66.000000,1514.000000,0.000000,51965.000000,626.084337,626.084337,0.000000,648.802459,0.000000,66.000000,0.000000,1514.000000,755238000.000000,2585818000.000000,3157.000000,10033754941.000000,0.000000,61929593746.000000,0.000000,755238000.000000,0.000000,2585818000.000000,0.000000,3157.000000,0.000000,10033754941.000000
192.168.1.191--216.137.61.93--TCP--38668--80(http),216.137.61.93,192.168.1.191,TCP,80(http),38668,10195877770.000000,83.000000,0.000000,83.000000,117555.000000,1416.325301,354.349195,66.000000,1514.000000,0.000000,117555.000000,1416.325301,1416.325301,0.000000,354.349195,0.000000,66.000000,0.000000,1514.000000,124339000.000000,469397000.000000,4613.000000,3004960875.000000,0.000000,10195877770.000000,0.000000,124339000.000000,0.000000,469397000.000000,0.000000,4613.000000,0.000000,3004960875.000000
192.168.1.191--216.137.61.132--TCP--37698--443(https),216.137.61.132,192.168.1.191,TCP,443(https),37698,3052927616.000000,18.000000,0.000000,18.000000,16229.000000,901.611111,690.435542,66.000000,1514.000000,0.000000,16229.000000,901.611111,901.611111,0.000000,690.435542,0.000000,66.000000,0.000000,1514.000000,179583000.000000,386758000.000000,8588.000000,1581294241.000000,0.000000,3052927616.000000,0.000000,179583000.000000,0.000000,386758000.000000,0.000000,8588.000000,0.000000,1581294241.000000
23.64.15.66--192.168.1.191--TCP--80(http)--34330,192.168.1.191,23.64.15.66,TCP,34330,80(http),2288474953.000000,63.000000,0.000000,63.000000,6599.000000,104.746032,119.131243,66.000000,492.000000,0.000000,6599.000000,104.746032,104.746032,0.000000,119.131243,0.000000,66.000000,0.000000,492.000000,36910000.000000,77700000.000000,1827.000000,334935700.000000,0.000000,2288474953.000000,0.000000,36910000.000000,0.000000,77700000.000000,0.000000,1827.000000,0.000000,334935700.000000
192.168.1.191--54.192.93.247--TCP--38968--443(https),54.192.93.247,192.168.1.191,TCP,443(https),38968,187400170117.000000,33.000000,0.000000,33.000000,26869.000000,814.212121,675.195808,66.000000,1514.000000,0.000000,26869.000000,814.212121,814.212121,0.000000,675.195808,0.000000,66.000000,0.000000,1514.000000,5856255000.000000,16937540000.000000,3588.000000,58730677784.000000,0.000000,187400170117.000000,0.000000,5856255000.000000,0.000000,16937540000.000000,0.000000,3588.000000,0.000000,58730677784.000000
169.55.70.195--192.168.1.191--TCP--443(https)--50760,192.168.1.191,169.55.70.195,TCP,50760,443(https),3519413084.000000,15.000000,0.000000,15.000000,4835.000000,322.333333,492.278196,54.000000,1514.000000,0.000000,4835.000000,322.333333,322.333333,0.000000,492.278196,0.000000,54.000000,0.000000,1514.000000,251386000.000000,440248000.000000,5927.000000,1667057721.000000,0.000000,3519413084.000000,0.000000,251386000.000000,0.000000,440248000.000000,0.000000,5927.000000,0.000000,1667057721.000000
104.20.68.95--192.168.1.191--TCP--80(http)--50860,192.168.1.191,104.20.68.95,TCP,50860,80(http),5108616862.000000,25.000000,0.000000,25.000000,2902.000000,116.080000,131.724840,66.000000,473.000000,0.000000,2902.000000,116.080000,116.080000,0.000000,131.724840,0.000000,66.000000,0.000000,473.000000,212859000.000000,503111000.000000,7044.000000,1714449190.000000,0.000000,5108616862.000000,0.000000,212859000.000000,0.000000,503111000.000000,0.000000,7044.000000,0.000000,1714449190.000000
192.168.1.191--93.184.221.48--TCP--39024--443(https),93.184.221.48,192.168.1.191,TCP,443(https),39024,179943560759.000000,62.000000,0.000000,62.000000,67951.000000,1095.983871,620.037863,54.000000,1514.000000,0.000000,67951.000000,1095.983871,1095.983871,0.000000,620.037863,0.000000,54.000000,0.000000,1514.000000,2949894000.000000,12629154000.000000,7240.000000,58904149325.000000,0.000000,179943560759.000000,0.000000,2949894000.000000,0.000000,12629154000.000000,0.000000,7240.000000,0.000000,58904149325.000000
172.217.23.226--192.168.1.191--TCP--443(https)--44286,192.168.1.191,172.217.23.226,TCP,44286,443(https),36973248254.000000,22.000000,0.000000,22.000000,2856.000000,129.818182,127.274091,66.000000,583.000000,0.000000,2856.000000,129.818182,129.818182,0.000000,127.274091,0.000000,66.000000,0.000000,583.000000,1760630000.000000,5598971000.000000,27666.000000,25920780859.000000,0.000000,36973248254.000000,0.000000,1760630000.000000,0.000000,5598971000.000000,0.000000,27666.000000,0.000000,25920780859.000000
192.168.1.191--178.255.83.1--TCP--50302--80(http),178.255.83.1,192.168.1.191,TCP,80(http),50302,116852484545.000000,16.000000,0.000000,16.000000,1995.000000,124.687500,154.527796,66.000000,538.000000,0.000000,1995.000000,124.687500,124.687500,0.000000,154.527796,0.000000,66.000000,0.000000,538.000000,7790165000.000000,3431375000.000000,15029.000000,10020622614.000000,0.000000,116852484545.000000,0.000000,7790165000.000000,0.000000,3431375000.000000,0.000000,15029.000000,0.000000,10020622614.000000
172.217.23.227--192.168.1.191--TCP--80(http)--56582,192.168.1.191,172.217.23.227,TCP,56582,80(http),10416224050.000000,45.000000,0.000000,45.000000,4647.000000,103.266667,143.755564,54.000000,641.000000,0.000000,4647.000000,103.266667,103.266667,0.000000,143.755564,0.000000,54.000000,0.000000,641.000000,236732000.000000,1063625000.000000,1363.000000,7039311302.000000,0.000000,10416224050.000000,0.000000,236732000.000000,0.000000,1063625000.000000,0.000000,1363.000000,0.000000,7039311302.000000
104.20.2.47--192.168.1.191--TCP--443(https)--53664,192.168.1.191,104.20.2.47,TCP,53664,443(https),216640723471.000000,24.000000,0.000000,24.000000,3504.000000,146.000000,191.569178,54.000000,696.000000,0.000000,3504.000000,146.000000,146.000000,0.000000,191.569178,0.000000,54.000000,0.000000,696.000000,9419161000.000000,19945189000.000000,1742.000000,59191038708.000000,0.000000,216640723471.000000,0.000000,9419161000.000000,0.000000,19945189000.000000,0.000000,1742.000000,0.000000,59191038708.000000
172.217.23.238--192.168.1.191--TCP--443(https)--54982,192.168.1.191,172.217.23.238,TCP,54982,443(https),180555916187.000000,38.000000,0.000000,38.000000,4328.000000,113.894737,130.884801,66.000000,672.000000,0.000000,4328.000000,113.894737,113.894737,0.000000,130.884801,0.000000,66.000000,0.000000,672.000000,4879889000.000000,16140443000.000000,9551.000000,59748110059.000000,0.000000,180555916187.000000,0.000000,4879889000.000000,0.000000,16140443000.000000,0.000000,9551.000000,0.000000,59748110059.000000
52.214.168.116--192.168.1.191--TCP--80(http)--55846,192.168.1.191,52.214.168.116,TCP,55846,80(http),1528451669.000000,25.000000,0.000000,25.000000,2100.000000,84.000000,86.562810,66.000000,508.000000,0.000000,2100.000000,84.000000,84.000000,0.000000,86.562810,0.000000,66.000000,0.000000,508.000000,63685000.000000,176890000.000000,9211.000000,870667728.000000,0.000000,1528451669.000000,0.000000,63685000.000000,0.000000,176890000.000000,0.000000,9211.000000,0.000000,870667728.000000
192.168.1.191--192.229.133.201--TCP--52080--80(http),192.229.133.201,192.168.1.191,TCP,80(http),52080,4759686178.000000,19.000000,0.000000,19.000000,22404.000000,1179.157895,555.905166,66.000000,1514.000000,0.000000,22404.000000,1179.157895,1179.157895,0.000000,555.905166,0.000000,66.000000,0.000000,1514.000000,264427000.000000,882397000.000000,10017.000000,3867077487.000000,0.000000,4759686178.000000,0.000000,264427000.000000,0.000000,882397000.000000,0.000000,10017.000000,0.000000,3867077487.000000
216.58.201.98--192.168.1.191--TCP--443(https)--53872,192.168.1.191,216.58.201.98,TCP,53872,443(https),292211738625.000000,79.000000,0.000000,79.000000,11703.000000,148.139241,165.983889,66.000000,903.000000,0.000000,11703.000000,148.139241,148.139241,0.000000,165.983889,0.000000,66.000000,0.000000,903.000000,3746304000.000000,13483076000.000000,7304.000000,58802322336.000000,0.000000,292211738625.000000,0.000000,3746304000.000000,0.000000,13483076000.000000,0.000000,7304.000000,0.000000,58802322336.000000
192.168.1.191--95.101.241.136--TCP--59966--80(http),95.101.241.136,192.168.1.191,TCP,80(http),59966,1627142153.000000,51.000000,0.000000,51.000000,69062.000000,1354.156863,421.356836,66.000000,1514.000000,0.000000,69062.000000,1354.156863,1354.156863,0.000000,421.356836,0.000000,66.000000,0.000000,1514.000000,32542000.000000,161953000.000000,5097.000000,1156630284.000000,0.000000,1627142153.000000,0.000000,32542000.000000,0.000000,161953000.000000,0.000000,5097.000000,0.000000,1156630284.000000
192.190.92.17--192.168.1.191--TCP--80(http)--59402,192.168.1.191,192.190.92.17,TCP,59402,80(http),4455937811.000000,83.000000,0.000000,83.000000,23235.000000,279.939759,480.713660,66.000000,1514.000000,0.000000,23235.000000,279.939759,279.939759,0.000000,480.713660,0.000000,66.000000,0.000000,1514.000000,54340000.000000,95533000.000000,5013.000000,407487021.000000,0.000000,4455937811.000000,0.000000,54340000.000000,0.000000,95533000.000000,0.000000,5013.000000,0.000000,407487021.000000
192.168.1.191--178.79.243.134--TCP--52392--80(http),178.79.243.134,192.168.1.191,TCP,80(http),52392,1907129588.000000,22.000000,0.000000,22.000000,25957.000000,1179.863636,542.752773,66.000000,1514.000000,0.000000,25957.000000,1179.863636,1179.863636,0.000000,542.752773,0.000000,66.000000,0.000000,1514.000000,90815000.000000,306303000.000000,9734.000000,1447830653.000000,0.000000,1907129588.000000,0.000000,90815000.000000,0.000000,306303000.000000,0.000000,9734.000000,0.000000,1447830653.000000
